### Overall table containing GO terms and expression data
#OG_name = Ortholog ID
#iso_names = transcript IDs
#Topblasteval = e-value of top blast hit
#TopblastACC = accession number of top blast hit
#GO_ID = annotated GO-term IDs
#GO_desc = annotated GO-term descriptions
#best_hits_desc	= blast hit descriptions
#Drosophila_gene_names = Drosophila ortholog(s)
#WB_convergent = convergent expression in whole body samples. 1 = YES, 0 = NO 
#RT_convergent = convergent expression in reproductive tract samples. 1 = YES, 0 = NO 
#LG_convergent = convergent expression in leg samples. 1 = YES, 0 = NO 
#exp_in_WB = expressed in whole body samples
#exp_in_RT = expressed in reproductive tract samples	
#exp_in_LG = expressed in leg samples samples
#WB_overall_eff_FDR	= FDR for the effect of reproductive mode from EdgeR in whole-body samples (see ms) 
#WB_rep_mode_by_sppair_FDR	= FDR for the species-pair by reproductive mode interaction from EdgeR in whole-body samples (see ms) 
#WB_Tbi-Tte_logFC = log2 fold change between sex-asex pair Timema bartmani-Timema tahoe	in whole-body samples
#WB_Tce-Tms_logFC = log2 fold change between sex-asex pair Timema cristinae-Timema monikensis in whole-body samples
#WB_Tcm-Tsi_logFC = log2 fold change between sex-asex pair Timema poppensis-Timema douglasi	in whole-body samples
#WB_Tpa-Tge_logFC = log2 fold change between sex-asex pair Timema californicum-Timema shepardi in whole-body samples	
#WB_Tps-Tdi_logFC = log2 fold change between sex-asex pair Timema podura-Timema genevievae in whole-body samples
#RT_overall_eff_FDR	= FDR for the effect of reproductive mode from EdgeR in reproductive tract samples (see ms) 
#RT_rep_mode_by_sppair_FDR	= FDR for the species-pair by reproductive mode interaction from EdgeR in reproductive tract samples (see ms) 
#RT_Tbi-Tte_logFC = log2 fold change between sex-asex pair Timema bartmani-Timema tahoe	in reproductive tract samples
#RT_Tce-Tms_logFC = log2 fold change between sex-asex pair Timema cristinae-Timema monikensis in reproductive tract samples
#RT_Tcm-Tsi_logFC = log2 fold change between sex-asex pair Timema poppensis-Timema douglasi	in reproductive tract samples
#RT_Tpa-Tge_logFC = log2 fold change between sex-asex pair Timema californicum-Timema shepardi in reproductive tract samples	
#RT_Tps-Tdi_logFC = log2 fold change between sex-asex pair Timema podura-Timema genevievae in reproductive tract samples
#LG_overall_eff_FDR	= FDR for the effect of reproductive mode from EdgeR in leg samples (see ms) 
#LG_rep_mode_by_sppair_FDR	= FDR for the species-pair by reproductive mode interaction from EdgeR in leg samples (see ms) 
#LG_Tbi-Tte_logFC = log2 fold change between sex-asex pair Timema bartmani-Timema tahoe	in leg samples
#LG_Tce-Tms_logFC = log2 fold change between sex-asex pair Timema cristinae-Timema monikensis in leg samples
#LG_Tcm-Tsi_logFC = log2 fold change between sex-asex pair Timema poppensis-Timema douglasi	in leg samples
#LG_Tpa-Tge_logFC = log2 fold change between sex-asex pair Timema californicum-Timema shepardi in leg samples	
#LG_Tps-Tdi_logFC = log2 fold change between sex-asex pair Timema podura-Timema genevievae in leg samples
OG_name	iso_names	Topblasteval	TopblastACC	GO_ID	GO_desc	best_hits_desc	Drosophila_gene_names	WB_convergent	RT_convergent	LG_convergent	exp_in_WB	exp_in_RT	exp_in_LG	WB_overall_eff_FDR	WB_rep_mode_by_sppair_FDR	WB_Tbi-Tte_logFC	WB_Tce-Tms_logFC	WB_Tcm-Tsi_logFC	WB_Tpa-Tge_logFC	WB_Tps-Tdi_logFC	RT_overall_eff_FDR	RT_rep_mode_by_sppair_FDR	RT_Tbi-Tte_logFC	RT_Tce-Tms_logFC	RT_Tcm-Tsi_logFC	RT_Tpa-Tge_logFC	RT_Tps-Tdi_logFC	LG_overall_eff_FDR	LG_rep_mode_by_sppair_FDR	LG_Tbi-Tte_logFC	LG_Tce-Tms_logFC	LG_Tcm-Tsi_logFC	LG_Tpa-Tge_logFC	LG_Tps-Tdi_logFC
OG-1680	Tbi_TRINITY_DN42054_c0_g1_i1;Tte_TRINITY_DN5480_c0_g2_i1;Tce_TRINITY_DN49482_c0_g2_i1;Tms_TRINITY_DN17468_c0_g1_i1;Tcm_TRINITY_DN74419_c0_g1_i1;Tsi_TRINITY_DN21927_c0_g1_i1;Tpa_TRINITY_DN114623_c0_g1_i1;Tge_TRINITY_DN39939_c0_g1_i1;Tps_TRINITY_DN66258_c0_g1_i1;Tdi_TRINITY_DN6513_c0_g2_i1	3.50E-137	AAN71441.1	GO:0006810;GO:0022008;GO:0046331	transport;neurogenesis;lateral inhibition	RE58223p;CG2663;CG12926;FI02944p;CG33966;LP22879p;CG33514;CG11550;RE54230p;CG30339;CG31636;FI18525p1;CG10300;CG33965;RT07682p;CG3823;GH10083p;CG3091;RH61816p;LD40136p;CG10657;CG3191;GH16463p	CG3091;CG31636;CG3191;CG2663;CG33514;CG10657;CG33965;CG3823;CG30339;CG12926;CG10300;CG33966	0	0	0	1	1	1	0.548106832	0.842099484	0.093151891	0.204405947	-0.121273997	0.400389363	0.423029429	0.461050958	0.00983682	1.6467725	-1.816174661	0.243790016	1.45440195	0.003195578	0.783893582	0.043123402	-0.467983725	-0.501508625	-0.113715903	0.568963986	0.222730704
OG-1681	Tbi_TRINITY_DN71948_c6_g2_i1;Tte_TRINITY_DN26560_c1_g1_i1;Tce_TRINITY_DN54646_c0_g1_i3;Tms_TRINITY_DN27461_c0_g1_i1;Tcm_TRINITY_DN101087_c0_g3_i1;Tsi_TRINITY_DN9825_c0_g2_i1;Tpa_TRINITY_DN135919_c1_g2_i1;Tge_TRINITY_DN42696_c0_g1_i1;Tps_TRINITY_DN91746_c1_g4_i2;Tdi_TRINITY_DN31263_c1_g5_i1	1.80E-95	NP_651063.1;AGT99993.1;AAF56019.1	GO:0000212;GO:0000915;GO:0006694;GO:0007110;GO:0007111;GO:0007112;GO:0019368;GO:0022008;GO:0035209;GO:0042632;GO:0042759;GO:0042761;GO:0042811;GO:0051225	"meiotic spindle organization;actomyosin contractile ring assembly;steroid biosynthetic process;meiosis I cytokinesis;meiosis II cytokinesis;male meiosis cytokinesis;fatty acid elongation, unsaturated fatty acid;neurogenesis;pupal development;cholesterol homeostasis;long-chain fatty acid biosynthetic process;very long-chain fatty acid biosynthetic process;pheromone biosynthetic process;spindle assembly"	CG5278;FI24088p1;CG5326;LP03255p;RH69239p;CG31522;LD14383p;RE40183p;GH22993p;CG31523;GH09808p;CG33110;FI20125p1;CG2781;FI21491p1;james bond;LD14839p;elongase 68beta;CG6660;elongase;IP08402p;IP08602p;elongase 68alpha	bond;CG31522;CG31523;Elo68alpha;CG5278;CG5326;CG33110;CG2781;Elo68beta;CG6660	0	1	1	1	1	1	0.824512242	0.239676398	0.447520747	0.379435522	0.240192026	-0.890031684	-0.9185495	0.001313177	0.380286139	-0.018663513	-1.098125249	-1.254328819	-1.480681346	-1.792036737	0.008586314	0.618770773	-0.666058854	-0.117541882	-0.208132422	-0.574266124	-0.578766949
OG-1682	Tbi_TRINITY_DN68517_c0_g1_i1;Tte_TRINITY_DN9940_c0_g1_i1;Tce_TRINITY_DN93924_c0_g2_i1;Tms_TRINITY_DN28355_c0_g1_i1;Tcm_TRINITY_DN103756_c2_g1_i3;Tsi_TRINITY_DN31992_c0_g2_i10;Tpa_TRINITY_DN135588_c3_g1_i1;Tge_TRINITY_DN38028_c0_g1_i1;Tps_TRINITY_DN89191_c0_g1_i2;Tdi_TRINITY_DN31527_c0_g3_i1	2.70E-75	AHN57389.1;NP_650717.1;AAF55546.2;NP_001287390.1	GO:0050829;GO:2000377	defense response to Gram-negative bacterium;regulation of reactive oxygen species metabolic process	CG7675;GH26851p;CG2064;CG30491;AT09608p;CG2070;LP06328p;CG2065;RH23455p;CG30495;CG3842;GH10714p;CG31235;RE17220p;WW domain containing oxidoreductase;WW domain-containing oxidoreductase;LD03827p;carbonyl reductase;GH19857p;CG12171;RE01652p;CG5590;GH01709p	Wwox;CG5590;CG7675;CG11200;CG12171;CG2064	0	0	0	1	0	0	0.739478879	1.26E-08	0.763528379	1.686287841	0.916818567	-1.109912322	-1.463369789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG-1683	Tbi_TRINITY_DN6474_c0_g1_i1;Tte_TRINITY_DN17496_c0_g3_i1;Tce_TRINITY_DN93453_c0_g1_i2;Tms_TRINITY_DN22071_c0_g1_i1;Tcm_TRINITY_DN94633_c0_g1_i1;Tsi_TRINITY_DN39253_c0_g1_i1;Tpa_TRINITY_DN124802_c0_g1_i2;Tge_TRINITY_DN5503_c0_g1_i1;Tps_TRINITY_DN21693_c0_g1_i1;Tdi_TRINITY_DN30166_c0_g1_i1	2.80E-132	NP_649969.1;AAD34762.1;AAF54480.1	GO:0000398;GO:0006338;GO:0007095;GO:0007202;GO:0007274;GO:0007528;GO:0009267;GO:0016059;GO:0016573;GO:0022008;GO:0032436;GO:0051568;GO:0072553	"mRNA splicing, via spliceosome;chromatin remodeling;mitotic G2 DNA damage checkpoint;activation of phospholipase C activity;neuromuscular synaptic transmission;neuromuscular junction development;cellular response to starvation;deactivation of rhodopsin mediated signaling;histone acetylation;neurogenesis;positive regulation of proteasomal ubiquitin-dependent protein catabolic process;histone H3-K4 methylation;terminal button organization"	"CG3909;unknown;AChain A, Crystal Structure Of The Nsl1-wds-nsl2 Complex.;will die slowly;Protein will die slowly;AF233288_1WDS;EG:BACR25B3.7;RE31658p;Smu1 spliceosomal factor;LD41216p;Gbeta5;RH17413p;U4-U6 small nuclear riboprotein factor 60K;SD09427p;Guanine nucleotide-binding protein subunit beta-2;G protein beta-subunit 76C;HL07966p;CG8064;GH01043p;hypothetical protein CG1796;WD repeat-containing protein 48 homolo;CG9062;FI01026p;CG1796"	wds;Smu1;Gbeta76C;U4-U6-60K;CG9062;Gbeta5;CG8064	0	0	0	1	1	1	0.983397536	0.645956911	-0.218739425	0.270527138	-0.000380173	-0.188381194	0.092039348	0.706096953	0.005673431	0.019151088	-0.710833205	0.862016932	-0.332876854	-0.21728626	0.575855697	0.142800295	0.163791199	0.11045214	0.606870947	-0.516230155	0.135872483
OG-1684	Tbi_TRINITY_DN51752_c0_g1_i1;Tte_TRINITY_DN28962_c1_g4_i1;Tce_TRINITY_DN98647_c6_g2_i1;Tms_TRINITY_DN31049_c0_g1_i2;Tcm_TRINITY_DN99952_c1_g1_i1;Tsi_TRINITY_DN31784_c9_g18_i1;Tpa_TRINITY_DN127625_c0_g1_i1;Tge_TRINITY_DN45239_c0_g1_i1;Tps_TRINITY_DN93445_c3_g1_i2;Tdi_TRINITY_DN29558_c1_g2_i1	9.20E-59	NP_001245933.1;AAM75062.1;AAS64653.1;ADB91449.1;NP_609167.3;AFH03607.1;AAF52583.3;NP_995645.1	NA	NA	CG7231;RE22593p;MIP16184p	NA	0	1	1	1	1	1	0.208223335	0.255859128	-0.124016067	-0.111276825	-0.591805031	0.094640806	-0.210837223	0.021362697	0.142103623	-0.293675218	-0.048802936	-0.728804346	-0.265829851	-0.015662753	0.000582043	0.112421508	-0.818953047	-0.18593805	-0.185213756	-0.214579842	-0.328649639
OG-1685	Tbi_TRINITY_DN66797_c0_g1_i1;Tte_TRINITY_DN14712_c0_g2_i1;Tce_TRINITY_DN80734_c0_g1_i1;Tms_TRINITY_DN71894_c0_g1_i1;Tcm_TRINITY_DN102345_c1_g1_i4;Tsi_TRINITY_DN31177_c0_g1_i1;Tpa_TRINITY_DN114512_c0_g1_i1;Tge_TRINITY_DN21100_c0_g1_i1;Tps_TRINITY_DN79347_c0_g1_i1;Tdi_TRINITY_DN67213_c0_g1_i1	6.80E-117	Q9VKB4.1;AAF53162.1;NP_477479.1;AAK93107.1	GO:0009267;GO:0042254	cellular response to starvation;ribosome biogenesis	CG6712;Probable ribosome production factor 1 Ribosome biogenesis protein RPF1;LD23405p;CG11920;FI08810p	CG6712;CG11920	0	0	1	1	1	1	0.654236174	0.025911136	-0.313668148	-0.054587716	-0.110802358	0.124006906	0.92634423	0.992777112	0.014822463	-0.288086566	-0.891558627	0.944335238	0.314744639	-0.067091119	0.026837622	0.177243632	0.024448517	0.087417407	0.672088832	0.196295405	0.204476862
OG-1686	Tbi_TRINITY_DN65120_c0_g2_i2;Tte_TRINITY_DN72557_c0_g1_i1;Tce_TRINITY_DN91167_c0_g1_i1;Tms_TRINITY_DN18401_c0_g1_i1;Tcm_TRINITY_DN96107_c2_g1_i1;Tsi_TRINITY_DN30897_c3_g1_i1;Tpa_TRINITY_DN126452_c0_g3_i1;Tge_TRINITY_DN47157_c1_g2_i1;Tps_TRINITY_DN93144_c1_g3_i4;Tdi_TRINITY_DN28958_c0_g1_i2	NA	NA	NA	NA	NA	NA	0	0	0	1	1	1	0.250932044	0.048411856	-1.151566498	-0.59529284	0.201463778	-1.053041274	0.568148194	0.763808201	0.340764588	0.276586579	1.4998026	-0.894308387	0.205256114	-0.158466564	0.39768116	0.010323532	0.600143891	0.551128209	-0.278886268	-0.332085632	-4.526405735
OG-1687	Tbi_TRINITY_DN13461_c0_g1_i1;Tte_TRINITY_DN10387_c0_g2_i1;Tce_TRINITY_DN96515_c0_g1_i2;Tms_TRINITY_DN14291_c0_g2_i1;Tcm_TRINITY_DN101497_c0_g1_i2;Tsi_TRINITY_DN19351_c0_g1_i1;Tpa_TRINITY_DN133890_c0_g1_i1;Tge_TRINITY_DN19208_c0_g1_i1;Tps_TRINITY_DN78441_c2_g1_i1;Tdi_TRINITY_DN14585_c0_g2_i2	2.30E-121	AGB94411.1;NP_001261717.1	GO:0006813;GO:0007629;GO:0016319;GO:0022416;GO:0035220;GO:0045938;GO:0050802;GO:0051259;GO:0055114	"potassium ion transport;flight behavior;mushroom body development;chaeta development;wing disc development;positive regulation of circadian sleep/wake cycle, sleep;circadian sleep/wake cycle, sleep;protein oligomerization;oxidation-reduction process"	CG6084;LD06393p;AT18092p;CG6083;FI19917p1;AF145660_1BcDNA.GH10614;CG10863;CG10638;CG12766;LD24696p;CG9436;aldehyde reductase Y;CG2767;LD24679p;IP08705p;TPA_inf: aldehyde reductase;hyperkinetic	CG6084;Hk;CG10638;CG2767;ARY;CG6083;CG10863;CG9436;CG12766	0	0	1	1	1	1	0.607220907	0.374881302	-0.486094791	-0.321525971	0.006827014	-0.352368618	0.391218379	0.070440141	0.002262097	0.087656056	1.569046797	-0.684924251	0.972482099	0.21106596	0.003063445	0.236183808	-0.63099539	0.027339843	-1.357997871	-0.881923123	-1.81362866
OG-1688	Tbi_TRINITY_DN40736_c0_g1_i1;Tte_TRINITY_DN13927_c0_g1_i2;Tce_TRINITY_DN103246_c0_g1_i4;Tms_TRINITY_DN63898_c0_g1_i1;Tcm_TRINITY_DN105669_c0_g1_i6;Tsi_TRINITY_DN31690_c0_g1_i2;Tpa_TRINITY_DN136803_c0_g1_i1;Tge_TRINITY_DN17115_c0_g1_i1;Tps_TRINITY_DN94353_c0_g1_i2;Tdi_TRINITY_DN8315_c0_g1_i1	8.10E-97	NP_731807.1;AAF54939.1;NP_731805.1;AAN13566.1;NP_731806.1;NP_650283.1;AAN13564.1;NP_731804.1;AAF54940.1;AAN13565.1;AAL28530.1	GO:0001964;GO:0006457;GO:0007224;GO:0009408;GO:0016079;GO:0016191;GO:0022008;GO:0030431;GO:0031987;GO:0036098;GO:0048854;GO:0060250;GO:0070050;GO:1900073;GO:1903035;GO:2001046	startle response;protein folding;smoothened signaling pathway;response to heat;synaptic vesicle exocytosis;synaptic vesicle uncoating;neurogenesis;sleep;locomotion involved in locomotory behavior;male germ-line stem cell population maintenance;brain morphogenesis;germ-line stem-cell niche homeostasis;neuron cellular homeostasis;regulation of neuromuscular synaptic transmission;negative regulation of response to wounding;positive regulation of integrin-mediated signaling pathway	DnaJ-like-2;GM13664p;DnaJ homolo;FI21280p1;DnaJ homolog shv Protein shriveled Flags: Precursor;shriveled;LD30318p;CG5001;FI02090p;CG2887;AT19485p;DnaJ-like-1;DnaJ protein homolog 1 Short=DROJ1;SD08787p;DNAJ-1;mrj;LD10702p;TPA_exp: DnaJ-related co-chaperone MRJ;lethal (2) tumorous imaginal discs;GH23452p;l(2)tid;csp29;cysteine string protein 3;cysteine string protein	Csp;Droj2;DnaJ-1;l(2)tid;mrj;shv;DnaJ-H;CG5001;CG2887	0	0	0	1	1	1	0.77511509	0.955260407	0.153704184	-0.000538884	0.103370734	-0.058428913	0.196559293	0.957895087	0.331672072	-0.173826964	0.553860174	-0.214476856	-0.007117037	-0.088878012	0.81947342	0.422625877	-0.078343106	-0.269777571	0.007227845	0.309896405	-0.145541905
OG-1689	Tbi_TRINITY_DN69732_c8_g1_i2;Tte_TRINITY_DN3319_c0_g1_i1;Tce_TRINITY_DN100650_c2_g4_i2;Tms_TRINITY_DN11963_c0_g1_i1;Tcm_TRINITY_DN98540_c0_g1_i2;Tsi_TRINITY_DN26652_c0_g1_i6;Tpa_TRINITY_DN128187_c0_g1_i4;Tge_TRINITY_DN39500_c0_g1_i1;Tps_TRINITY_DN79810_c0_g1_i1;Tdi_TRINITY_DN29729_c2_g3_i1	2.10E-121	CAR93266.1	GO:0000398;GO:0000724;GO:0007530;GO:0016567;GO:0030182;GO:0043393;GO:0043484;GO:0045893;GO:0045995;GO:0070201	"mRNA splicing, via spliceosome;double-strand break repair via homologous recombination;sex determination;protein ubiquitination;neuron differentiation;regulation of protein binding;regulation of RNA splicing;positive regulation of transcription, DNA-templated;regulation of embryonic development;regulation of establishment of protein localization"	CG4973-PA;CG4973;midlife crisis;LD35003p;LP20373p;CG13605;degringolade;GM01182p;RE22765p	dgrn;mdlc;CG13605	0	0	0	1	1	1	0.782236071	0.404659735	0.297327171	-0.161231318	0.46314245	0.366971949	-0.410332488	0.075857511	0.189687076	0.02978666	0.470110216	-0.072313694	0.338704344	1.132047692	0.079750557	2.81E-06	0.472030278	-0.087622738	-0.623534421	-0.024656059	1.374350688
OG-169	Tbi_TRINITY_DN27048_c0_g1_i1;Tte_TRINITY_DN24443_c0_g1_i1;Tce_TRINITY_DN97813_c0_g1_i1;Tms_TRINITY_DN9882_c0_g1_i1;Tcm_TRINITY_DN99410_c1_g1_i1;Tsi_TRINITY_DN4023_c0_g2_i1;Tpa_TRINITY_DN131856_c0_g1_i1;Tge_TRINITY_DN41972_c0_g1_i1;Tps_TRINITY_DN92494_c0_g1_i1;Tdi_TRINITY_DN14383_c0_g2_i1	9.30E-37	NP_610553.1;NP_724881.1;AAF58846.1;AAM71058.1	GO:0006644;GO:0050482	phospholipid metabolic process;arachidonic acid secretion	CG2269	CG2269	0	0	0	1	0	1	0.856294918	0.005381483	0.695930688	0.462719755	-1.030045576	-0.349664933	0.540080285	NA	NA	NA	NA	NA	NA	NA	0.043961568	0.001709308	-0.096808199	0.087387846	0.190003325	-0.977043037	-2.76626296
OG-1690	Tbi_TRINITY_DN7638_c0_g1_i1;Tte_TRINITY_DN28250_c0_g2_i1;Tce_TRINITY_DN99085_c0_g2_i1;Tms_TRINITY_DN29929_c0_g8_i1;Tcm_TRINITY_DN105220_c0_g2_i1;Tsi_TRINITY_DN19510_c0_g1_i1;Tpa_TRINITY_DN124331_c0_g1_i1;Tge_TRINITY_DN39174_c0_g1_i1;Tps_TRINITY_DN80175_c0_g1_i1;Tdi_TRINITY_DN12511_c0_g1_i1	0.00E+00	NP_524803.1;AHN59960.1;NP_728342.1;NP_001285490.1;AAF50905.1;ALI51161.1;NP_001303570.1;NP_001285489.1;AAN09547.1;AAM29508.1;CAA74606.1;O76932.1;AHN59959.1	GO:0000082;GO:0006909;GO:0006914;GO:0007015;GO:0007080;GO:0007099;GO:0007155;GO:0007301;GO:0007312;GO:0007346;GO:0007406;GO:0007411;GO:0007465;GO:0007476;GO:0007498;GO:0008344;GO:0008355;GO:0008360;GO:0008542;GO:0010906;GO:0014706;GO:0019233;GO:0030261;GO:0031991;GO:0045089;GO:0045880;GO:0046329;GO:0046331;GO:0046579;GO:0046692;GO:0050829;GO:0051225;GO:0055059;GO:0070262;GO:0070374;GO:0090162;GO:0090263;GO:1904886	G1/S transition of mitotic cell cycle;phagocytosis;autophagy;actin filament organization;mitotic metaphase plate congression;centriole replication;cell adhesion;female germline ring canal formation;oocyte nucleus migration involved in oocyte dorsal/ventral axis specification;regulation of mitotic cell cycle;negative regulation of neuroblast proliferation;axon guidance;R7 cell fate commitment;imaginal disc-derived wing morphogenesis;mesoderm development;adult locomotory behavior;olfactory learning;regulation of cell shape;visual learning;regulation of glucose metabolic process;striated muscle tissue development;sensory perception of pain;chromosome condensation;regulation of actomyosin contractile ring contraction;positive regulation of innate immune response;positive regulation of smoothened signaling pathway;negative regulation of JNK cascade;lateral inhibition;positive regulation of Ras protein signal transduction;sperm competition;defense response to Gram-negative bacterium;spindle assembly;asymmetric neuroblast division;peptidyl-serine dephosphorylation;positive regulation of ERK1 and ERK2 cascade;establishment of epithelial cell polarity;positive regulation of canonical Wnt signaling pathway;beta-catenin destruction complex disassembly	"protein phosphatase 19C;Serine/threonine-protein phosphatase 4 catalytic subunit Short=PP4C;serine /threonine specific protein phosphatase 4;RE58406p;microtubule star;Serine/threonine-protein phosphatase PP2A Protein microtubule star;phosphatase 2A catalytic subunit;protein phosphatase 2A;LD26077p;protein phosphatase V;Serine/threonine-protein phosphatase 6 catalytic subunit Short=PP6C Phosphatase V Short=PP-V;RH43074p;CG11597;GM14344p;Serine/threonine-protein phosphatase alpha-2 isoform;unnamed protein product;protein phosphatase 1 catalytic subunit 87B;protein phosphatase 1 at 87B;LD03380p;protein phosphatase 1alpha at 96A;Serine/threonine-protein phosphatase alpha-1 isoform;protein phosphatase 1;LD14639p;flapwin;Serine/threonine-protein phosphatase beta ltNameProtein flap win;type 1 serine/threonine protein phosphatase;FI18647p1;Serine/threonine-protein phosphatase alpha-3 isoform;Protein phosphatase 1 13C;protein phosphatase 1 at 13C;GH10637p;CG9156-PA;GH05039p;MIP26157p;protein phosphatase 1, Y-linked 2;protein phosphatase D6;protein phosphatase D5;FI19875p1;protein phosphatase 1, Y-linked 1"	mts;flw;Pp4-19C;Pp1-87B;Pp1-13C;PpV;Pp1alpha-96A;CG11597;PpD5;PpD6;Pp1-Y2;Pp1-Y1	0	0	1	1	1	1	0.165126666	0.223451198	0.570106343	-0.057149086	0.613734453	0.078413405	0.049688395	0.658693502	0.209690998	0.440589724	-0.090590107	0.172765698	-0.278063651	0.073089341	0.005902599	0.098352492	0.902781261	0.276779453	0.504076527	0.224106494	-0.04953246
OG-1691	Tbi_TRINITY_DN72300_c6_g1_i2;Tte_TRINITY_DN28884_c2_g1_i1;Tce_TRINITY_DN51195_c0_g3_i1;Tms_TRINITY_DN17868_c0_g1_i1;Tcm_TRINITY_DN96781_c1_g1_i1;Tsi_TRINITY_DN15810_c0_g1_i1;Tpa_TRINITY_DN136952_c4_g1_i1;Tge_TRINITY_DN45979_c8_g1_i1;Tps_TRINITY_DN53970_c0_g1_i1;Tdi_TRINITY_DN12363_c0_g1_i1	1.30E-142	NP_001188664.1;ADV37746.1;AAZ86741.1;NP_573246.1;AAF48769.1	GO:0006839;GO:0006979;GO:0007605;GO:0015742;GO:0015743;GO:0015992;GO:0019222	mitochondrial transport;response to oxidative stress;sensory perception of sound;alpha-ketoglutarate transport;malate transport;proton transport;regulation of metabolic process	Ucp4A;RH64870p;uncoupling protein 4B;IP15246p;Mitochondrial uncoupling protein 4C;Ucp4C;AT16588p;bmcp;Mitochondrial uncoupling protein Bmcp Brain mitochondrial carrier protein 1 Short=Bmcp-1 Mitochondrial uncoupling protein 5;GH10708p;CG8323;RE38146p;CG18324;CG18327;CG1907;SD09259p;CG18418-PA;CG18418	CG18418;Ucp4B;Bmcp;Ucp4A;CG1907;Ucp4C	0	0	0	1	1	1	0.403606156	0.227177694	0.027906575	-0.040226886	0.081653065	0.035717888	0.540315507	0.594997692	0.043827632	-0.524438802	-0.104330679	0.023261291	0.061479817	0.235147877	0.314024667	0.872089016	-0.207557645	-0.132131574	-0.082200194	-0.293414317	0.02794707
OG-1692	Tbi_TRINITY_DN69127_c0_g1_i1;Tte_TRINITY_DN30035_c0_g1_i1;Tce_TRINITY_DN106744_c0_g1_i3;Tms_TRINITY_DN19983_c0_g1_i1;Tcm_TRINITY_DN95657_c0_g2_i2;Tsi_TRINITY_DN29681_c0_g1_i1;Tpa_TRINITY_DN142478_c0_g6_i1;Tge_TRINITY_DN42330_c0_g1_i1;Tps_TRINITY_DN91979_c0_g1_i1;Tdi_TRINITY_DN45565_c0_g1_i1	8.40E-66	AAN71441.1	GO:0006810;GO:0022008	transport;neurogenesis	RE58223p;CG2663;CG12926;FI02944p;LP22879p;CG33514;CG33966;CG11550;CG3823;GH10083p;RE54230p;CG30339;CG33965;RT07682p;CG31636;FI18525p1;CG3191;GH16463p;CG3091;RH61816p;CG10300	CG3091;CG31636;CG3191;CG2663;CG33514;CG30339;CG3823;CG33965;CG12926;CG10300;CG33966	0	0	0	1	1	1	0.665624302	0.139268716	-0.154345016	0.087096376	0.551551272	-0.175676781	-1.397706618	0.283773179	0.597148993	-0.627570241	0.112362621	-0.135539154	-0.560592938	-1.835456295	0.050712904	0.422528212	0.097965441	-0.266149746	-0.360238411	-0.51917284	-0.813156559
OG-1693	Tbi_TRINITY_DN38574_c0_g1_i1;Tte_TRINITY_DN63802_c0_g1_i1;Tce_TRINITY_DN98675_c0_g1_i1;Tms_TRINITY_DN9355_c0_g1_i1;Tcm_TRINITY_DN100950_c1_g8_i1;Tsi_TRINITY_DN19487_c0_g1_i1;Tpa_TRINITY_DN134185_c0_g2_i1;Tge_TRINITY_DN44596_c0_g1_i1;Tps_TRINITY_DN93546_c0_g1_i1;Tdi_TRINITY_DN14992_c0_g1_i1	1.20E-145	AAC27622.1	GO:0006231;GO:0019233;GO:0022008	dTMP biosynthetic process;sensory perception of pain;neurogenesis	thymidylate synthase;Thymidylate synthase Short=TS Short=TSase;RE18955p	Ts	0	0	0	1	1	1	0.294956331	0.759965418	-0.732839432	-0.155475589	-0.215817014	-0.094246937	-0.269153708	0.13166469	0.78150949	-0.116271129	-0.197738526	-0.63722847	-0.266224489	-0.801101197	0.98303381	0.067479702	-0.588969004	-0.18107118	0.120233975	-1.104520379	1.419571615
OG-1694	Tbi_TRINITY_DN69357_c0_g2_i2;Tte_TRINITY_DN25631_c0_g2_i1;Tce_TRINITY_DN104224_c1_g1_i1;Tms_TRINITY_DN30551_c1_g4_i1;Tcm_TRINITY_DN101251_c0_g2_i2;Tsi_TRINITY_DN68990_c0_g1_i1;Tpa_TRINITY_DN138365_c0_g3_i1;Tge_TRINITY_DN31974_c0_g1_i1;Tps_TRINITY_DN82521_c0_g2_i1;Tdi_TRINITY_DN6664_c0_g2_i1	2.30E-116	NP_572758.1;AAF48106.1;AAL48489.1	GO:0006457;GO:0007422;GO:0019233;GO:0050908;GO:0051924	protein folding;peripheral nervous system development;sensory perception of pain;detection of light stimulus involved in visual perception;regulation of calcium ion transport	CG1847;HL02936p;CG1847-PA;FK506-binding protein FKBP59;FK506-binding protein 59 Peptidyl-prolyl cis-trans isomerase Short=PPIase Rotamase dFKBP59;LD47530p;CG14894;LP07287p	FKBP59;CG14894;CG1847	0	0	0	1	1	1	0.592281639	0.389853977	0.421957046	-0.064299698	-0.244727466	0.657005721	0.058831019	0.593088525	0.544738727	-0.019002509	0.170554448	-0.329498485	0.803275696	0.21174074	0.3463721	0.154994208	0.172518829	-0.105737727	-0.298502334	0.906118737	0.249427151
